t_mono,dev_t,seg_id,t_stm_ms,Fx_raw,Fy_raw,Fz_raw,Tx_raw,Ty_raw,Tz_raw,Fx,Fy,Fz,Tx,Ty,Tz,force_count,torque_count
343075.038835,330920,67,330920,-0.00212,0.004717,-17.090673,-0.000499,0.000199,0.165,-0.0022,0.004108,-7.790868,-0.000499,0.00021,0.165,11546,11546
343075.059352,330940,67,330940,0.002137,0.006092,-17.312627,-0.000114,-0.000342,0.165,0.002056,0.005483,-8.012821,-0.000114,-0.000331,0.165,11547,11547
343075.079271,330960,67,330960,0.006133,0.019753,-17.468407,-0.000101,-0.000723,0.165,0.006053,0.019145,-8.168602,-0.000101,-0.000713,0.165,11548,11548
343075.098967,330980,67,330980,-0.00173,0.001121,-18.111336,0.000163,-0.000365,0.165,-0.001811,0.000512,-8.811531,0.000163,-0.000354,0.165,11549,11549
343075.119003,331000,67,331000,0.003738,0.007488,-17.602075,0.000282,-0.000304,0.165,0.003657,0.006879,-8.30227,0.000282,-0.000293,0.165,11550,11550
343075.139093,331020,67,331020,0.007753,0.011892,-18.294809,3e-05,0.000132,0.165,0.007672,0.011284,-8.995004,3e-05,0.000142,0.165,11551,11551
343075.159208,331040,67,331040,-0.006908,-0.003137,-16.965208,0.00024,2.2e-05,0.165,-0.006989,-0.003746,-7.665403,0.00024,3.3e-05,0.165,11552,11552
343075.178881,331060,67,331060,-0.008769,0.020064,-18.59237,-7.3e-05,-2.1e-05,0.165,-0.008849,0.019455,-9.292565,-7.3e-05,-1.1e-05,0.165,11553,11553
343075.199085,331080,67,331080,-0.006181,-0.016832,-17.814824,-0.000309,-6.3e-05,0.165,-0.006261,-0.01744,-8.515019,-0.000309,-5.3e-05,0.165,11554,11554
343075.219059,331100,67,331100,-0.005414,0.013803,-18.094139,0.000489,-0.000597,0.165,-0.005495,0.013195,-8.794334,0.000489,-0.000586,0.165,11555,11555
343075.239028,331120,67,331120,-0.003999,0.026474,-15.379319,-0.000409,-0.000444,0.165,-0.00408,0.025865,-6.079514,-0.000409,-0.000434,0.165,11556,11556
343075.259101,331140,67,331140,-0.004113,0.00658,-16.344204,0.000168,-0.000131,0.165,-0.004193,0.005971,-7.044399,0.000168,-0.000121,0.165,11557,11557
343075.279316,331160,67,331160,0.00052,-0.013799,-17.212389,0.000399,0.000614,0.165,0.000439,-0.014408,-7.912584,0.000398,0.000625,0.165,11558,11558
343075.298905,331180,67,331180,-0.005677,-0.008156,-17.782081,-6.4e-05,0.000333,0.165,-0.005758,-0.008764,-8.482276,-6.4e-05,0.000344,0.165,11559,11559
343075.318913,331200,67,331200,0.025747,0.005281,-17.139766,-0.000434,-0.000108,0.165,0.025666,0.004672,-7.83996,-0.000434,-9.8e-05,0.165,11560,11560
343075.339064,331220,68,331220,3.6e-05,-0.00259,-17.640649,0.000346,4e-05,0.0,-4.4e-05,-0.003198,-8.340844,0.000346,5.1e-05,0.0,11561,11561
343075.359148,331240,68,331240,0.000534,-0.024122,-17.505492,0.000103,0.000161,0.0,0.000453,-0.024731,-8.205687,0.000103,0.000172,0.0,11562,11562
343075.379017,331260,68,331260,-0.011412,0.009002,-17.053364,-5.6e-05,0.000166,0.0,-0.011492,0.008394,-7.753559,-5.6e-05,0.000176,0.0,11563,11563
343075.399037,331280,68,331280,0.007279,0.0029,-15.832829,-0.00058,0.000205,0.0,0.007198,0.002291,-6.533023,-0.00058,0.000216,0.0,11564,11564
343075.419059,331300,68,331300,0.00155,-7.3e-05,-16.982152,0.000339,0.000624,0.0,0.001469,-0.000681,-7.682347,0.000339,0.000635,0.0,11565,11565
343075.439067,331320,68,331320,-0.006937,-0.007551,-16.526229,0.000213,0.000173,0.0,-0.007017,-0.00816,-7.226424,0.000212,0.000184,0.0,11566,11566
343075.458973,331340,68,331340,-0.014616,0.010609,-16.819974,7.7e-05,0.000243,0.0,-0.014696,0.01,-7.520169,7.7e-05,0.000254,0.0,11567,11567
343075.479123,331360,68,331360,-0.004816,0.006697,-16.616799,0.000279,-5.6e-05,0.0,-0.004896,0.006089,-7.316993,0.000279,-4.6e-05,0.0,11568,11568
343075.498937,331380,68,331380,-0.015609,0.020236,-18.289049,-0.000155,-1.4e-05,0.0,-0.015689,0.019628,-8.989243,-0.000155,-3e-06,0.0,11569,11569
343075.519245,331400,68,331400,0.002161,0.014806,-17.511276,0.000735,0.000188,0.0,0.002081,0.014197,-8.21147,0.000735,0.000198,0.0,11570,11570
343075.539155,331420,68,331420,-0.011987,0.019763,-16.964482,-0.000161,-8.4e-05,0.0,-0.012068,0.019154,-7.664677,-0.000161,-7.4e-05,0.0,11571,11571
343075.55933,331440,68,331440,-0.022633,0.000107,-17.747942,4.2e-05,0.00017,0.0,-0.022713,-0.000502,-8.448137,4.2e-05,0.000181,0.0,11572,11572
343075.579038,331460,68,331460,-0.006272,-0.007018,-17.718224,-0.000229,0.000388,0.0,-0.006352,-0.007627,-8.418418,-0.000229,0.000398,0.0,11573,11573
343075.598954,331480,68,331480,-0.00819,0.012631,-17.139542,0.000138,0.000161,0.0,-0.008271,0.012022,-7.839737,0.000138,0.000172,0.0,11574,11574
343075.61911,331500,68,331500,0.02505,-0.005635,-16.478165,0.000534,5.9e-05,0.0,0.024969,-0.006243,-7.17836,0.000534,7e-05,0.0,11575,11575
343075.638835,331520,68,331520,-0.002161,-0.012958,-16.211113,0.00018,0.000464,0.0,-0.002241,-0.013566,-6.911307,0.000179,0.000475,0.0,11576,11576
343075.659142,331540,68,331540,-0.00173,-0.002528,-16.746168,-0.000337,-0.0007,0.0,-0.001811,-0.003136,-7.446363,-0.000337,-0.000689,0.0,11577,11577
343075.679024,331560,68,331560,0.013777,-0.009247,-16.597961,0.000188,0.000188,0.0,0.013696,-0.009856,-7.298156,0.000188,0.000199,0.0,11578,11578
343075.699006,331580,68,331580,-0.008783,-0.008465,-17.048519,0.000542,-0.000378,0.0,-0.008863,-0.009073,-7.748714,0.000542,-0.000367,0.0,11579,11579
343075.719105,331600,68,331600,-0.008013,0.01825,-17.243348,0.000245,-0.000185,0.0,-0.008094,0.017641,-7.943542,0.000245,-0.000175,0.0,11580,11580
343075.739277,331620,68,331620,0.011256,0.023678,-17.599832,0.000582,0.000466,0.0,0.011176,0.023069,-8.300027,0.000582,0.000477,0.0,11581,11581
343075.75894,331640,68,331640,0.002337,-0.013192,-17.304984,-0.000125,1.8e-05,0.0,0.002256,-0.0138,-8.005179,-0.000125,2.9e-05,0.0,11582,11582
343075.778963,331660,68,331660,0.015999,0.023576,-17.335496,1.1e-05,-0.000134,0.0,0.015918,0.022967,-8.035691,1e-05,-0.000123,0.0,11583,11583
343075.799087,331680,68,331680,0.012571,0.004305,-18.074993,0.000286,-0.000134,0.0,0.012491,0.003697,-8.775188,0.000286,-0.000124,0.0,11584,11584
343075.819057,331700,68,331700,0.003797,0.000941,-17.532062,0.000228,0.00016,0.0,0.003716,0.000333,-8.232257,0.000228,0.000171,0.0,11585,11585
343075.838939,331720,68,331720,-0.003536,-0.019145,-18.271007,0.000513,-0.000301,0.0,-0.003616,-0.019753,-8.971202,0.000513,-0.00029,0.0,11586,11586
343075.859435,331740,68,331740,0.006592,-0.001344,-19.461074,0.000142,0.000189,0.0,0.006511,-0.001952,-10.161269,0.000142,0.0002,0.0,11587,11587
343075.879076,331760,68,331760,-0.007224,0.008102,-18.94559,0.000691,8.3e-05,0.0,-0.007305,0.007494,-9.645785,0.000691,9.4e-05,0.0,11588,11588
343075.899242,331780,68,331780,-0.009601,0.008688,-17.862979,-0.000533,2.4e-05,0.0,-0.009682,0.008079,-8.563173,-0.000533,3.5e-05,0.0,11589,11589
343075.919129,331800,68,331800,0.005549,0.000925,-17.969221,-0.000183,-0.000179,0.0,0.005469,0.000316,-8.669416,-0.000183,-0.000169,0.0,11590,11590
343075.939225,331820,68,331820,-0.025843,0.007648,-18.554245,-0.000245,0.000438,0.0,-0.025924,0.007039,-9.25444,-0.000245,0.000449,0.0,11591,11591
343075.959216,331840,68,331840,-0.005682,-0.00053,-18.893727,1.3e-05,-0.000439,0.0,-0.005762,-0.001139,-9.593922,1.3e-05,-0.000429,0.0,11592,11592
343075.978801,331860,68,331860,-0.000707,-0.014116,-17.589012,-0.000177,0.000229,0.0,-0.000787,-0.014725,-8.289207,-0.000177,0.000239,0.0,11593,11593
343075.998998,331880,68,331880,0.022355,-0.003693,-17.860009,0.00054,-0.000522,0.0,0.022274,-0.004302,-8.560204,0.00054,-0.000512,0.0,11594,11594
343076.0193,331900,68,331900,-0.018966,0.001379,-17.564834,6.2e-05,0.000178,0.0,-0.019047,0.00077,-8.265029,6.2e-05,0.000189,0.0,11595,11595
343076.039001,331920,68,331920,-0.003839,0.004913,-17.169929,0.000296,0.000117,0.0,-0.00392,0.004304,-7.870124,0.000296,0.000128,0.0,11596,11596
343076.059186,331940,68,331940,0.009207,0.007903,-17.100758,8.2e-05,0.000209,0.0,0.009126,0.007295,-7.800953,8.2e-05,0.000219,0.0,11597,11597
343076.079325,331960,68,331960,0.001653,0.009506,-18.253048,-4.6e-05,-0.000541,0.0,0.001572,0.008897,-8.953243,-4.6e-05,-0.00053,0.0,11598,11598
343076.099067,331980,68,331980,-0.00913,0.005688,-17.805605,-4e-06,0.000185,0.0,-0.00921,0.005079,-8.5058,-4e-06,0.000196,0.0,11599,11599
343076.119036,332000,68,332000,0.030007,0.007001,-16.374585,-0.000405,-0.000319,0.0,0.029926,0.006393,-7.07478,-0.000405,-0.000309,0.0,11600,11600
343076.138986,332020,68,332020,-0.010521,-0.013558,-18.090115,-0.000493,-0.000231,0.0,-0.010601,-0.014167,-8.79031,-0.000493,-0.000221,0.0,11601,11601
343076.158988,332040,68,332040,-0.009124,-0.000261,-18.749628,-0.000492,-0.000225,0.0,-0.009204,-0.00087,-9.449823,-0.000492,-0.000214,0.0,11602,11602
343076.179199,332060,68,332060,0.013886,-0.002914,-18.455395,-5.3e-05,-0.000755,0.0,0.013805,-0.003523,-9.15559,-5.3e-05,-0.000745,0.0,11603,11603
343076.198997,332080,68,332080,0.002195,-0.007252,-18.146398,-1.2e-05,-0.00037,0.0,0.002114,-0.007861,-8.846593,-1.2e-05,-0.000359,0.0,11604,11604
343076.219145,332100,68,332100,-0.006917,-0.01114,-17.777213,-0.000217,0.00013,0.0,-0.006997,-0.011749,-8.477407,-0.000217,0.00014,0.0,11605,11605
343076.239061,332120,68,332120,0.010928,-0.00852,-18.37583,0.000228,-0.000324,0.0,0.010847,-0.009129,-9.076025,0.000228,-0.000313,0.0,11606,11606
343076.259082,332140,68,332140,0.014652,-0.000319,-17.017643,-0.000207,-8.7e-05,0.0,0.014571,-0.000928,-7.717838,-0.000207,-7.6e-05,0.0,11607,11607
343076.279167,332160,68,332160,0.011724,-0.004251,-17.938011,0.000149,-0.000231,0.0,0.011643,-0.00486,-8.638206,0.000149,-0.000221,0.0,11608,11608
343076.299339,332180,68,332180,0.008352,0.024403,-18.679667,-0.000418,0.000133,0.0,0.008271,0.023794,-9.379862,-0.000418,0.000143,0.0,11609,11609
343076.319054,332200,68,332200,-0.00387,0.011732,-18.242339,0.000199,0.000112,0.0,-0.00395,0.011123,-8.942534,0.000199,0.000123,0.0,11610,11610
343076.338991,332220,68,332220,0.001204,0.025771,-18.663091,-0.000581,8e-05,0.0,0.001124,0.025163,-9.363286,-0.000581,9e-05,0.0,11611,11611
343076.359122,332240,68,332240,-0.016043,-0.006356,-18.371477,-0.000144,-8.2e-05,0.0,-0.016124,-0.006964,-9.071672,-0.000144,-7.1e-05,0.0,11612,11612
343076.378986,332260,68,332260,-0.012551,0.005247,-18.824741,-0.000288,0.000315,0.0,-0.012632,0.004638,-9.524936,-0.000288,0.000325,0.0,11613,11613
343076.398961,332280,68,332280,-0.015956,-0.018551,-18.548489,0.000401,0.000353,0.0,-0.016037,-0.01916,-9.248684,0.000401,0.000364,0.0,11614,11614
343076.41922,332300,68,332300,0.025295,-0.007638,-18.136137,0.000662,-0.000328,0.0,0.025214,-0.008247,-8.836332,0.000662,-0.000318,0.0,11615,11615
343076.439285,332320,68,332320,-0.011479,-0.011038,-18.530063,-0.000328,0.000353,0.0,-0.01156,-0.011647,-9.230258,-0.000328,0.000364,0.0,11616,11616
343076.459011,332340,68,332340,-0.007413,0.00239,-18.034214,-3.5e-05,0.000564,0.0,-0.007494,0.001781,-8.734409,-3.5e-05,0.000575,0.0,11617,11617
343076.479265,332360,68,332360,0.012583,-0.00837,-17.361776,0.000717,-0.00039,0.0,0.012503,-0.008979,-8.061971,0.000717,-0.000379,0.0,11618,11618
343076.49901,332380,68,332380,-0.008186,-0.010063,-17.385472,-6.1e-05,-3.9e-05,0.0,-0.008266,-0.010671,-8.085667,-6.1e-05,-2.9e-05,0.0,11619,11619
343076.519255,332400,68,332400,-0.002274,-0.002754,-17.689019,0.001017,0.00052,0.0,-0.002355,-0.003363,-8.389213,0.001017,0.00053,0.0,11620,11620
343076.539026,332420,68,332420,-0.008899,-0.003215,-17.276107,0.0003,-1.9e-05,0.0,-0.00898,-0.003823,-7.976302,0.0003,-9e-06,0.0,11621,11621
343076.559141,332440,68,332440,0.013983,-0.010129,-17.915906,-0.000145,0.000304,0.0,0.013903,-0.010738,-8.6161,-0.000145,0.000315,0.0,11622,11622
343076.579128,332460,68,332460,-0.005112,0.025967,-16.489057,-0.0002,-0.000235,0.0,-0.005193,0.025358,-7.189251,-0.0002,-0.000224,0.0,11623,11623
343076.599101,332480,68,332480,0.005902,-0.008117,-16.732663,0.000342,0.000626,0.0,0.005821,-0.008725,-7.432858,0.000342,0.000637,0.0,11624,11624
343076.619025,332500,68,332500,-0.025324,0.008879,-17.483318,0.000642,-0.000199,0.0,-0.025405,0.00827,-8.183513,0.000642,-0.000188,0.0,11625,11625
343076.639088,332520,68,332520,-0.004045,-0.006524,-16.451049,-0.000145,0.000206,0.0,-0.004126,-0.007133,-7.151243,-0.000145,0.000216,0.0,11626,11626
343076.65923,332540,68,332540,-0.003658,-0.005406,-17.803947,0.000389,-9e-06,0.0,-0.003739,-0.006014,-8.504142,0.000389,2e-06,0.0,11627,11627
343076.679081,332560,68,332560,0.004243,-0.009925,-17.750097,-0.000115,0.000752,0.0,0.004163,-0.010533,-8.450291,-0.000115,0.000762,0.0,11628,11628
343076.698868,332580,68,332580,0.009174,-0.009643,-17.227162,0.000179,-7.2e-05,0.0,0.009093,-0.010251,-7.927357,0.000179,-6.1e-05,0.0,11629,11629
343076.719122,332600,68,332600,-0.003561,0.028645,-17.007817,-4.7e-05,-0.000204,0.0,-0.003641,0.028036,-7.708012,-4.7e-05,-0.000193,0.0,11630,11630
343076.738821,332620,68,332620,-0.015881,-0.00781,-16.945192,0.000691,0.000371,0.0,-0.015962,-0.008418,-7.645387,0.000691,0.000382,0.0,11631,11631
343076.759087,332640,68,332640,0.007659,0.00221,-18.263703,-2e-06,-0.000198,0.0,0.007578,0.001602,-8.963898,-2e-06,-0.000187,0.0,11632,11632
343076.779306,332660,68,332660,0.025982,-0.030567,-17.909843,9.4e-05,-0.000122,0.0,0.025902,-0.031175,-8.610038,9.4e-05,-0.000112,0.0,11633,11633
343076.799037,332680,68,332680,0.013814,-0.001434,-16.726113,-9.4e-05,0.000178,0.0,0.013733,-0.002043,-7.426308,-9.4e-05,0.000189,0.0,11634,11634
343076.819208,332700,68,332700,0.006411,0.005495,-17.262739,0.000327,0.000418,0.0,0.006331,0.004886,-7.962934,0.000327,0.000428,0.0,11635,11635
343076.838837,332720,68,332720,0.00633,0.014024,-17.743606,0.000314,0.000223,0.0,0.00625,0.013416,-8.4438,0.000314,0.000233,0.0,11636,11636
343076.859204,332740,68,332740,0.016683,0.012807,-16.891879,-0.000315,-0.000706,0.0,0.016603,0.012198,-7.592074,-0.000315,-0.000696,0.0,11637,11637
343076.879098,332760,68,332760,-0.000478,-0.028689,-18.128847,-0.000332,-0.000398,0.0,-0.000559,-0.029298,-8.829042,-0.000332,-0.000387,0.0,11638,11638
343076.898992,332780,68,332780,0.005262,-0.004734,-17.4583,3.8e-05,0.000719,0.0,0.005181,-0.005343,-8.158495,3.8e-05,0.000729,0.0,11639,11639
343076.919085,332800,68,332800,-0.007914,-0.006415,-17.714688,0.00017,0.000221,0.0,-0.007995,-0.007024,-8.414882,0.00017,0.000232,0.0,11640,11640
343076.939462,332820,68,332820,-0.003544,-0.00408,-17.67368,4.1e-05,-0.000175,0.0,-0.003625,-0.004689,-8.373875,4.1e-05,-0.000165,0.0,11641,11641
343076.959141,332840,68,332840,0.003134,0.004657,-17.664197,-9.8e-05,0.000211,0.0,0.003053,0.004049,-8.364392,-9.8e-05,0.000222,0.0,11642,11642
343076.978833,332860,68,332860,-0.007993,-0.008268,-16.343473,-0.000215,0.000202,0.0,-0.008073,-0.008876,-7.043667,-0.000215,0.000212,0.0,11643,11643
343076.999012,332880,68,332880,0.003423,0.007223,-16.896456,7.5e-05,-0.00072,0.0,0.003343,0.006614,-7.596651,7.5e-05,-0.00071,0.0,11644,11644
343077.019044,332900,68,332900,0.003526,-0.002732,-18.049175,0.000408,-0.000417,0.0,0.003445,-0.00334,-8.74937,0.000408,-0.000406,0.0,11645,11645
343077.038908,332920,68,332920,-0.005396,-0.002409,-17.46046,-0.0003,-0.000209,0.0,-0.005477,-0.003018,-8.160655,-0.000301,-0.000198,0.0,11646,11646
343077.058879,332940,68,332940,-0.003779,0.001469,-18.513001,-0.000432,0.000439,0.0,-0.00386,0.00086,-9.213196,-0.000432,0.00045,0.0,11647,11647
343077.079335,332960,68,332960,0.00948,0.011127,-16.965638,0.000135,0.000872,0.0,0.0094,0.010519,-7.665833,0.000135,0.000883,0.0,11648,11648
343077.099147,332980,68,332980,-0.007199,0.001021,-16.407142,6.7e-05,0.00025,0.0,-0.00728,0.000413,-7.107337,6.7e-05,0.000261,0.0,11649,11649
343077.119426,333000,68,333000,0.01232,-0.004751,-15.999724,-0.000203,-3.8e-05,0.0,0.01224,-0.00536,-6.699919,-0.000203,-2.8e-05,0.0,11650,11650
343077.138976,333020,68,333020,-0.001544,-0.016294,-17.070827,-0.000424,-0.000442,0.0,-0.001625,-0.016903,-7.771022,-0.000424,-0.000431,0.0,11651,11651
343077.158928,333040,68,333040,0.008425,-0.001935,-18.780015,-3.7e-05,-0.000363,0.0,0.008344,-0.002543,-9.48021,-3.7e-05,-0.000352,0.0,11652,11652
343077.179213,333060,68,333060,-0.01408,-0.011701,-18.333217,0.000372,-4.5e-05,0.0,-0.014161,-0.01231,-9.033412,0.000372,-3.4e-05,0.0,11653,11653
343077.19883,333080,68,333080,0.002552,0.003094,-17.856092,-2.1e-05,0.000148,0.0,0.002472,0.002485,-8.556287,-2.1e-05,0.000158,0.0,11654,11654
343077.219046,333100,68,333100,-0.001988,0.023932,-17.35211,-0.000428,-0.000111,0.0,-0.002068,0.023323,-8.052305,-0.000428,-0.0001,0.0,11655,11655
343077.239035,333120,68,333120,0.025849,-0.011655,-17.972876,-6e-06,-0.000634,0.0,0.025768,-0.012264,-8.67307,-6e-06,-0.000623,0.0,11656,11656
343077.259103,333140,68,333140,0.000939,-0.010877,-16.48388,-0.000129,8.3e-05,0.0,0.000858,-0.011485,-7.184075,-0.00013,9.3e-05,0.0,11657,11657
343077.279315,333160,68,333160,-0.006341,0.003212,-17.881346,0.000103,0.00058,0.0,-0.006421,0.002603,-8.581541,0.000103,0.000591,0.0,11658,11658
343077.299106,333180,68,333180,-0.004494,-0.027063,-17.468799,-0.000389,0.000311,0.0,-0.004575,-0.027672,-8.168994,-0.000389,0.000322,0.0,11659,11659
343077.318837,333200,68,333200,0.01679,0.002297,-16.726092,0.000528,0.000205,0.0,0.01671,0.001689,-7.426287,0.000528,0.000216,0.0,11660,11660
343077.339089,333220,68,333220,0.002229,-0.008902,-16.903194,0.000334,0.000187,0.0,0.002148,-0.009511,-7.603389,0.000334,0.000198,0.0,11661,11661
343077.359232,333240,68,333240,-0.008126,-0.000413,-16.636095,0.00031,-5.2e-05,0.0,-0.008207,-0.001021,-7.336289,0.00031,-4.1e-05,0.0,11662,11662
343077.379295,333260,68,333260,0.004985,0.009452,-16.944666,-0.000213,-0.000202,0.0,0.004904,0.008843,-7.644861,-0.000213,-0.000191,0.0,11663,11663
343077.399132,333280,68,333280,-0.011536,0.010581,-18.102515,0.000165,-0.000248,0.0,-0.011617,0.009972,-8.80271,0.000165,-0.000237,0.0,11664,11664
343077.419277,333300,68,333300,0.004666,0.00454,-16.909836,0.000329,-0.000213,0.0,0.004586,0.003931,-7.610031,0.000329,-0.000202,0.0,11665,11665
343077.438921,333320,68,333320,0.003891,0.00832,-18.109359,0.00016,0.000488,0.0,0.00381,0.007711,-8.809554,0.00016,0.000498,0.0,11666,11666
343077.45927,333340,68,333340,0.015648,0.009726,-17.797284,9.6e-05,-8.4e-05,0.0,0.015567,0.009117,-8.497479,9.6e-05,-7.3e-05,0.0,11667,11667
343077.478847,333360,68,333360,-0.007836,0.0236,-18.004418,0.000179,-0.000231,0.0,-0.007917,0.022991,-8.704613,0.000179,-0.00022,0.0,11668,11668
343077.498959,333380,68,333380,0.003206,0.027392,-16.87737,0.000155,0.000273,0.0,0.003126,0.026783,-7.577564,0.000155,0.000284,0.0,11669,11669
343077.519119,333400,68,333400,0.015963,0.006766,-18.440526,-0.000398,-0.000227,0.0,0.015883,0.006158,-9.140721,-0.000398,-0.000216,0.0,11670,11670
343077.539001,333420,68,333420,0.000104,-0.003865,-18.8331,0.000519,-8.3e-05,0.0,2.4e-05,-0.004474,-9.533295,0.000519,-7.2e-05,0.0,11671,11671
343077.559192,333440,68,333440,0.020018,0.015117,-17.361069,0.000526,0.00025,0.0,0.019937,0.014508,-8.061264,0.000526,0.000261,0.0,11672,11672
343077.579029,333460,68,333460,-0.009963,0.006881,-17.538554,-0.000308,0.000227,0.0,-0.010044,0.006272,-8.238749,-0.000308,0.000238,0.0,11673,11673
343077.599375,333480,68,333480,-0.014008,0.002549,-17.250996,-0.000139,0.000457,0.0,-0.014088,0.00194,-7.951191,-0.000139,0.000468,0.0,11674,11674
343077.618938,333500,68,333500,-0.005877,-0.003152,-17.954325,0.000213,0.000141,0.0,-0.005958,-0.003761,-8.65452,0.000213,0.000152,0.0,11675,11675
343077.639301,333520,68,333520,0.005967,-0.010578,-18.258142,-0.000545,0.000678,0.0,0.005887,-0.011187,-8.958337,-0.000545,0.000689,0.0,11676,11676
343077.658854,333540,68,333540,0.009978,-0.008288,-17.62001,-0.000127,-0.000428,0.0,0.009898,-0.008897,-8.320205,-0.000127,-0.000418,0.0,11677,11677
343077.679037,333560,68,333560,0.001148,-0.002047,-18.987372,0.000135,0.000978,0.0,0.001067,-0.002655,-9.687567,0.000135,0.000989,0.0,11678,11678
343077.699,333580,68,333580,0.000976,-0.0015,-17.43433,0.000246,-0.000357,0.0,0.000896,-0.002109,-8.134525,0.000246,-0.000347,0.0,11679,11679
343077.719199,333600,68,333600,0.01827,0.015434,-17.368211,0.000229,-5.3e-05,0.0,0.018189,0.014826,-8.068406,0.000229,-4.2e-05,0.0,11680,11680
343077.739098,333620,68,333620,-0.008255,0.009135,-17.035199,-0.000588,0.00014,0.0,-0.008336,0.008526,-7.735393,-0.000588,0.00015,0.0,11681,11681
343077.759228,333640,68,333640,-8e-05,-0.004757,-17.600013,-0.000131,1.8e-05,0.0,-0.000161,-0.005366,-8.300208,-0.000131,2.9e-05,0.0,11682,11682
343077.778984,333660,68,333660,0.002955,-0.021475,-17.759988,0.000145,0.00028,0.0,0.002874,-0.022083,-8.460183,0.000145,0.000291,0.0,11683,11683
343077.798996,333680,68,333680,-0.007083,-0.013726,-18.006367,-0.000278,-0.000418,0.0,-0.007164,-0.014334,-8.706561,-0.000278,-0.000407,0.0,11684,11684
343077.819228,333700,68,333700,-0.004358,-0.014163,-17.469178,4.1e-05,0.000307,0.0,-0.004438,-0.014771,-8.169372,4.1e-05,0.000317,0.0,11685,11685
343077.839081,333720,68,333720,-0.016704,0.001347,-17.744564,0.000608,0.000203,0.0,-0.016785,0.000738,-8.444759,0.000608,0.000214,0.0,11686,11686
343077.858908,333740,68,333740,0.024487,-0.000988,-17.517331,0.000461,-0.000863,0.0,0.024406,-0.001597,-8.217526,0.000461,-0.000853,0.0,11687,11687
343077.87883,333760,68,333760,-0.035494,0.002183,-17.35592,0.00017,-8.6e-05,0.0,-0.035574,0.001574,-8.056115,0.00017,-7.5e-05,0.0,11688,11688
343077.899338,333780,68,333780,-0.0051,0.008555,-17.609074,-0.000142,0.000324,0.0,-0.005181,0.007946,-8.309269,-0.000142,0.000334,0.0,11689,11689
343077.91882,333800,68,333800,-0.008993,0.006658,-17.95867,0.000653,-0.000418,0.0,-0.009074,0.00605,-8.658864,0.000653,-0.000407,0.0,11690,11690
343077.939069,333820,68,333820,-0.004312,-0.00193,-18.592821,6.9e-05,-0.000185,0.0,-0.004393,-0.002538,-9.293016,6.9e-05,-0.000174,0.0,11691,11691
343077.95907,333840,68,333840,-0.004,-0.004323,-17.827484,0.000256,-3.7e-05,0.0,-0.00408,-0.004931,-8.527678,0.000256,-2.7e-05,0.0,11692,11692
343077.979005,333860,68,333860,-0.007782,-0.023573,-18.793711,-0.000154,-0.000105,0.0,-0.007863,-0.024182,-9.493906,-0.000154,-9.4e-05,0.0,11693,11693
343077.999217,333880,68,333880,-0.019419,-0.020797,-17.909236,0.000165,-0.000166,0.0,-0.0195,-0.021406,-8.609431,0.000164,-0.000155,0.0,11694,11694
343078.019009,333900,68,333900,-0.018915,0.001082,-17.976436,-0.000144,0.000735,0.0,-0.018995,0.000473,-8.676631,-0.000145,0.000746,0.0,11695,11695
343078.039408,333920,68,333920,0.003214,0.024784,-18.41004,-0.000466,-0.000427,0.0,0.003133,0.024175,-9.110235,-0.000466,-0.000417,0.0,11696,11696
343078.058985,333940,68,333940,-0.004609,-0.003291,-17.158512,-0.000683,0.000157,0.0,-0.00469,-0.0039,-7.858706,-0.000683,0.000168,0.0,11697,11697
343078.078876,333960,68,333960,-0.004936,0.00958,-17.926416,-6.3e-05,0.000504,0.0,-0.005017,0.008971,-8.626611,-6.3e-05,0.000515,0.0,11698,11698
343078.098965,333980,68,333980,0.002608,0.010549,-18.077667,-0.000145,0.00058,0.0,0.002527,0.009941,-8.777862,-0.000145,0.000591,0.0,11699,11699
343078.119291,334000,68,334000,0.014047,-0.011548,-18.465323,-4.8e-05,0.000615,0.0,0.013966,-0.012156,-9.165518,-4.8e-05,0.000626,0.0,11700,11700
343078.139238,334020,68,334020,0.003521,-0.001579,-18.174546,-5.6e-05,0.000238,0.0,0.00344,-0.002188,-8.874741,-5.6e-05,0.000249,0.0,11701,11701
343078.159047,334040,68,334040,-0.017748,6e-05,-17.220072,6e-05,-0.000394,0.0,-0.017829,-0.000549,-7.920267,6e-05,-0.000383,0.0,11702,11702
343078.178936,334060,68,334060,-0.005651,-0.00277,-17.662573,-1.4e-05,-0.000176,0.0,-0.005732,-0.003378,-8.362768,-1.4e-05,-0.000165,0.0,11703,11703
343078.199039,334080,68,334080,-0.010092,-0.006223,-17.684618,-0.000105,0.000159,0.0,-0.010173,-0.006832,-8.384813,-0.000106,0.00017,0.0,11704,11704
343078.218908,334100,68,334100,-0.003929,-0.006773,-18.141387,0.0003,0.000217,0.0,-0.00401,-0.007382,-8.841582,0.0003,0.000227,0.0,11705,11705
343078.239264,334120,68,334120,-0.006534,-0.013544,-19.757317,-0.00036,0.000388,0.0,-0.006615,-0.014153,-10.457512,-0.000361,0.000399,0.0,11706,11706
343078.259334,334140,68,334140,0.009668,-0.009082,-19.726659,6e-05,0.00052,0.0,0.009587,-0.009691,-10.426854,5.9e-05,0.00053,0.0,11707,11707
